Name,ID
CCL24_O00175_OID20772_v1_Inflammation.tar,syn51469503
CCL25_O15444_OID20674_v1_Inflammation.tar,syn51469552
CCL26_Q9Y258_OID20546_v1_Inflammation.tar,syn51469378
CCL27_Q9Y4X3_OID20121_v1_Cardiometabolic.tar,syn51468720
CCL28_Q9NRJ3_OID20569_v1_Inflammation.tar,syn51469412
CCL2_P13500_OID21004_v1_Neurology.tar,syn51469435
CCL3_P10147_OID20610_v1_Inflammation.tar,syn51470436
CCL4_P13236_OID20695_v1_Inflammation.tar,syn51468729
CCL5_P13501_OID20412_v1_Cardiometabolic.tar,syn51470183
CCL7_P80098_OID20523_v1_Inflammation.tar,syn51470007
CCL8_P80075_OID21466_v1_Oncology.tar,syn51470942
CCN1_O00622_OID21368_v1_Oncology.tar,syn51469250
CCN2_P29279_OID20709_v1_Inflammation.tar,syn51469197
CCN3_P48745_OID20299_v1_Cardiometabolic.tar,syn51470499
CCN4_O95388_OID21444_v1_Oncology.tar,syn51470375
CCN5_O76076_OID21068_v1_Neurology.tar,syn51469648
CCND2_P30279_OID31316_v1_Oncology_II.tar,syn52362084
CCNE1_P24864_OID30456_v1_Inflammation_II.tar,syn52362845
CCS_O14618_OID20973_v1_Neurology.tar,syn51469601
CCT5_P48643_OID21200_v1_Oncology.tar,syn51468644
CD101_Q93033_OID31480_v1_Oncology_II.tar,syn52361697
CD109_Q6YHK3_OID21108_v1_Neurology.tar,syn51470814
CD14_P08571_OID20378_v1_Cardiometabolic.tar,syn51469533
CD160_O95971_OID20647_v1_Inflammation.tar,syn51470787
CD163_Q86VB7_OID20360_v1_Cardiometabolic.tar,syn51470836
CD164L2_Q6UWJ8_OID30922_v1_Neurology_II.tar,syn52361522
CD164_Q04900_OID21080_v1_Neurology.tar,syn51468939
CD177_Q8N6Q3_OID21119_v1_Neurology.tar,syn51468703
CD1C_P29017_OID21483_v1_Oncology.tar,syn51468688
CD200R1_Q8TD46_OID20595_v1_Inflammation.tar,syn51470470
CD200_P41217_OID20603_v1_Inflammation.tar,syn51470287
CD207_Q9UJ71_OID21298_v1_Oncology.tar,syn51468892
CD209_Q9NNX6_OID20262_v1_Cardiometabolic.tar,syn51471349
CD226_Q15762_OID30556_v1_Inflammation_II.tar,syn52363420
CD22_P20273_OID20637_v1_Inflammation.tar,syn51470228
CD244_Q9BZW8_OID20628_v1_Inflammation.tar,syn51470024
CD248_Q9HCU0_OID30394_v1_Cardiometabolic_II.tar,syn52361939
CD274_Q9NZQ7_OID20966_v1_Neurology.tar,syn51469132
CD276_Q5ZPR3_OID20680_v1_Inflammation.tar,syn51469216
CD27_P26842_OID21527_v1_Oncology.tar,syn51471421
CD28_P10747_OID21265_v1_Oncology.tar,syn51471416
CD2AP_Q9Y5K6_OID20177_v1_Cardiometabolic.tar,syn51469680
CD2_P06729_OID30097_v1_Cardiometabolic_II.tar,syn52363049
CD300A_Q9UGN4_OID30576_v1_Inflammation_II.tar,syn52361869
CD300C_Q08708_OID21010_v1_Neurology.tar,syn51469881
CD300E_Q496F6_OID21418_v1_Oncology.tar,syn51470261
CD300LF_Q8TDQ1_OID21469_v1_Oncology.tar,syn51469934
CD300LG_Q6UXG3_OID21130_v1_Neurology.tar,syn51468780
CD302_Q8IX05_OID21328_v1_Oncology.tar,syn51469057
CD33_P20138_OID21472_v1_Oncology.tar,syn51471257
CD34_P28906_OID21025_v1_Neurology.tar,syn51470624
CD36_P16671_OID30485_v1_Inflammation_II.tar,syn52363446
CD38_P28907_OID21316_v1_Oncology.tar,syn51470093
CD3D_P04234_OID30827_v1_Neurology_II.tar,syn52361650
CD3E_P07766_OID31302_v1_Oncology_II.tar,syn52362635
CD3G_P09693_OID30448_v1_Inflammation_II.tar,syn52362553
CD40LG_P29965_OID20616_v1_Inflammation.tar,syn51469525
CD40_P25942_OID20724_v1_Inflammation.tar,syn51469096
CD46_P15529_OID20380_v1_Cardiometabolic.tar,syn51470496
CD48_P09326_OID20692_v1_Inflammation.tar,syn51471140
CD4_P01730_OID20584_v1_Inflammation.tar,syn51470975
CD55_P08174_OID20377_v1_Cardiometabolic.tar,syn51470988
CD58_P19256_OID20716_v1_Inflammation.tar,syn51471464
CD59_P13987_OID20339_v1_Cardiometabolic.tar,syn51471318
CD5L_O43866_OID30775_v1_Inflammation_II.tar,syn52362953
CD5_P06127_OID21449_v1_Oncology.tar,syn51468783
CD63_P08962_OID20988_v1_Neurology.tar,syn51468809
CD69_Q07108_OID20206_v1_Cardiometabolic.tar,syn51470750
CD6_P30203_OID20649_v1_Inflammation.tar,syn51469403
CD70_P32970_OID20599_v1_Inflammation.tar,syn51469303
CD72_P21854_OID30641_v1_Inflammation_II.tar,syn52362336
CD74_P04233_OID21040_v1_Neurology.tar,syn51470179
CD79B_P40259_OID20635_v1_Inflammation.tar,syn51470298
CD7_P09564_OID30543_v1_Inflammation_II.tar,syn52362965
CD80_P33681_OID30291_v1_Cardiometabolic_II.tar,syn52361585
CD82_P27701_OID31256_v1_Oncology_II.tar,syn52361358
CD83_Q01151_OID20565_v1_Inflammation.tar,syn51469560
CD84_Q9UIB8_OID20607_v1_Inflammation.tar,syn51468592
CD86_P42081_OID31500_v1_Oncology_II.tar,syn52362558
CD8A_P01732_OID21018_v1_Neurology.tar,syn51471564
CD93_Q9NPY3_OID20397_v1_Cardiometabolic.tar,syn51471247
CD99L2_Q8TCZ2_OID21122_v1_Neurology.tar,syn51468614
CD99_P14209_OID21110_v1_Neurology.tar,syn51470732
CDAN1_Q8IWY9_OID31076_v1_Neurology_II.tar,syn52363386
CDA_P32320_OID30345_v1_Cardiometabolic_II.tar,syn52363461
CDC123_O75794_OID31242_v1_Oncology_II.tar,syn52362665
CDC25A_P30304_OID31189_v1_Oncology_II.tar,syn52362125
CDC26_Q8NHZ8_OID31508_v1_Oncology_II.tar,syn52363648
CDC27_P30260_OID21238_v1_Oncology.tar,syn51470018
CDC37_Q16543_OID21470_v1_Oncology.tar,syn51470376
CDC42BPB_Q9Y5S2_OID31485_v1_Oncology_II.tar,syn52362736
CDCP1_Q9H5V8_OID20940_v1_Neurology.tar,syn51470892
CDH15_P55291_OID21005_v1_Neurology.tar,syn51471234
CDH17_Q12864_OID20134_v1_Cardiometabolic.tar,syn51469102
CDH1_P12830_OID20353_v1_Cardiometabolic.tar,syn51470549
CDH22_Q9UJ99_OID31332_v1_Oncology_II.tar,syn52361444
CDH23_Q9H251_OID31074_v1_Neurology_II.tar,syn52361968
CDH2_P19022_OID20170_v1_Cardiometabolic.tar,syn51469536
CDH3_P22223_OID21008_v1_Neurology.tar,syn51470815
CDH4_P55283_OID30875_v1_Neurology_II.tar,syn52363494
CDH5_P33151_OID20243_v1_Cardiometabolic.tar,syn51469161
CDH6_P55285_OID20157_v1_Cardiometabolic.tar,syn51469080
CDHR1_Q96JP9_OID20808_v1_Neurology.tar,syn51468565
CDHR2_Q9BYE9_OID21282_v1_Oncology.tar,syn51469726
CDHR5_Q9HBB8_OID20193_v1_Cardiometabolic.tar,syn51469532
CDK1_P06493_OID31164_v1_Oncology_II.tar,syn52363259
CDK5RAP3_Q96JB5_OID30985_v1_Neurology_II.tar,syn52363659
CDKL5_O76039_OID30796_v1_Neurology_II.tar,syn52362544
CDKN1A_P38936_OID21319_v1_Oncology.tar,syn51470779
CDKN2D_P55273_OID21295_v1_Oncology.tar,syn51469035
CDNF_Q49AH0_OID21318_v1_Oncology.tar,syn51469545
CDON_Q4KMG0_OID20754_v1_Inflammation.tar,syn51471365
CDSN_Q15517_OID20667_v1_Inflammation.tar,syn51470511
CEACAM16_Q2WEN9_OID31495_v1_Oncology_II.tar,syn52362828
CEACAM18_A8MTB9_OID31251_v1_Oncology_II.tar,syn52362579
CEACAM19_Q7Z692_OID31443_v1_Oncology_II.tar,syn52361912
CEACAM1_P13688_OID21528_v1_Oncology.tar,syn51469374
CEACAM20_Q6UY09_OID31308_v1_Oncology_II.tar,syn52363625
CEACAM21_Q3KPI0_OID20548_v1_Inflammation.tar,syn51471326
CEACAM3_P40198_OID21245_v1_Oncology.tar,syn51469907
CEACAM5_P06731_OID21171_v1_Oncology.tar,syn51471186
CEACAM6_P40199_OID30362_v1_Cardiometabolic_II.tar,syn52362933
CEACAM8_P31997_OID20102_v1_Cardiometabolic.tar,syn51471297
CEBPA_P49715_OID30458_v1_Inflammation_II.tar,syn52362311
CEBPB_P17676_OID20052_v1_Cardiometabolic.tar,syn51468500
CELA2A_P08217_OID30411_v1_Cardiometabolic_II.tar,syn52363251
CELA3A_P09093_OID20298_v1_Cardiometabolic.tar,syn51469590
CELSR2_Q9HCU4_OID30593_v1_Inflammation_II.tar,syn52363591
CEMIP2_Q9UHN6_OID30499_v1_Inflammation_II.tar,syn52362267
CEND1_Q8N111_OID30821_v1_Neurology_II.tar,syn52362966
CENPF_P49454_OID31329_v1_Oncology_II.tar,syn52361256
CENPJ_Q9HC77_OID31314_v1_Oncology_II.tar,syn52361632
CEP112_Q8N8E3_OID30115_v1_Cardiometabolic_II.tar,syn52361588
CEP152_O94986_OID31249_v1_Oncology_II.tar,syn52361903
CEP164_Q9UPV0_OID20441_v1_Inflammation.tar,syn51469138
CEP170_Q5SW79_OID30240_v1_Cardiometabolic_II.tar,syn52362374
CEP20_Q96NB1_OID21209_v1_Oncology.tar,syn51469279
CEP290_O15078_OID31287_v1_Oncology_II.tar,syn52363674
CEP350_Q5VT06_OID31247_v1_Oncology_II.tar,syn52363034
CEP43_O95684_OID20084_v1_Cardiometabolic.tar,syn51469520
CEP85_Q6P2H3_OID21241_v1_Oncology.tar,syn51469062
CERT_Q9Y5P4_OID20857_v1_Neurology.tar,syn51471409
CES1_P23141_OID20244_v1_Cardiometabolic.tar,syn51468601
CES2_O00748_OID21366_v1_Oncology.tar,syn51468602
CES3_Q6UWW8_OID21340_v1_Oncology.tar,syn51471301
CETN2_P41208_OID20836_v1_Neurology.tar,syn51469368
CETN3_O15182_OID31525_v1_Oncology_II.tar,syn52362495
CFB_P00751_OID30755_v1_Inflammation_II.tar,syn52362825
CFC1_P0CG37_OID21261_v1_Oncology.tar,syn51471202
CFD_P00746_OID30738_v1_Inflammation_II.tar,syn52363567
CFHR2_P36980_OID30720_v1_Inflammation_II.tar,syn52363587
CFHR4_Q92496_OID30758_v1_Inflammation_II.tar,syn52363057
CFHR5_Q9BXR6_OID30716_v1_Inflammation_II.tar,syn52363133
CFH_P08603_OID30790_v1_Inflammation_II.tar,syn52362207
CFI_P05156_OID30772_v1_Inflammation_II.tar,syn52361281
CFP_P27918_OID30784_v1_Inflammation_II.tar,syn52361708
CGA_P01215_OID21069_v1_Neurology.tar,syn51469671
CGB3_CGB5_CGB8_P0DN86_OID30671_v1_Inflammation_II.tar,syn52363419
CGN_Q9P2M7_OID30894_v1_Neurology_II.tar,syn52362390
CGREF1_Q99674_OID20152_v1_Cardiometabolic.tar,syn51468749
CHAC2_Q8WUX2_OID21230_v1_Oncology.tar,syn51468663
CHAD_O15335_OID30660_v1_Inflammation_II.tar,syn52362149
CHCHD10_Q8WYQ3_OID31116_v1_Neurology_II.tar,syn52362004
CHCHD6_Q9BRQ6_OID31426_v1_Oncology_II.tar,syn52362982
CHEK2_O96017_OID20054_v1_Cardiometabolic.tar,syn51469419
CHGA_P10645_OID30403_v1_Cardiometabolic_II.tar,syn52361945
CHGB_P05060_OID21038_v1_Neurology.tar,syn51469513
CHI3L1_P36222_OID20399_v1_Cardiometabolic.tar,syn51468751
CHIT1_Q13231_OID20312_v1_Cardiometabolic.tar,syn51471134
CHL1_O00533_OID20366_v1_Cardiometabolic.tar,syn51470972
CHMP1A_Q9HD42_OID20930_v1_Neurology.tar,syn51468796
CHMP6_Q96FZ7_OID30327_v1_Cardiometabolic_II.tar,syn52363332
CHM_P24386_OID30972_v1_Neurology_II.tar,syn52361307
CHP1_Q99653_OID30869_v1_Neurology_II.tar,syn52362111
CHRDL1_Q9BU40_OID20771_v1_Inflammation.tar,syn51470987
CHRDL2_Q6WN34_OID20223_v1_Cardiometabolic.tar,syn51468917
CHRM1_P11229_OID30930_v1_Neurology_II.tar,syn52363038
CIAPIN1_Q6FI81_OID21501_v1_Oncology.tar,syn51471428
CILP_O75339_OID30399_v1_Cardiometabolic_II.tar,syn52362616
CINP_Q9BW66_OID31328_v1_Oncology_II.tar,syn52362962
CIRBP_Q14011_OID31503_v1_Oncology_II.tar,syn52363080
CIT_O14578_OID30970_v1_Neurology_II.tar,syn52361718
CKAP4_Q07065_OID20617_v1_Inflammation.tar,syn51470773
CKB_P12277_OID30400_v1_Cardiometabolic_II.tar,syn52361504
CKMT1A_CKMT1B_P12532_OID20721_v1_Inflammation.tar,syn51468490
CLASP1_Q7Z460_OID31192_v1_Oncology_II.tar,syn52363505
CLC_Q05315_OID20126_v1_Cardiometabolic.tar,syn51471404
CLEC10A_Q8IUN9_OID20928_v1_Neurology.tar,syn51468696
CLEC11A_Q9Y240_OID21112_v1_Neurology.tar,syn51471261
CLEC12A_Q5QGZ9_OID30552_v1_Inflammation_II.tar,syn52361378
CLEC14A_Q86T13_OID21090_v1_Neurology.tar,syn51470743
CLEC1A_Q8NC01_OID20099_v1_Cardiometabolic.tar,syn51471149
CLEC1B_Q9P126_OID21061_v1_Neurology.tar,syn51469241
CLEC2L_P0C7M8_OID30884_v1_Neurology_II.tar,syn52362488
CLEC3B_P05452_OID30756_v1_Inflammation_II.tar,syn52363549
CLEC4A_Q9UMR7_OID20573_v1_Inflammation.tar,syn51469350
CLEC4C_Q8WTT0_OID20547_v1_Inflammation.tar,syn51470506
CLEC4D_Q8WXI8_OID20609_v1_Inflammation.tar,syn51471396
CLEC4G_Q6UXB4_OID20590_v1_Inflammation.tar,syn51469810
CLEC4M_Q9H2X3_OID30405_v1_Cardiometabolic_II.tar,syn52363398
CLEC5A_Q9NY25_OID20165_v1_Cardiometabolic.tar,syn51469830
CLEC6A_Q6EIG7_OID21228_v1_Oncology.tar,syn51470486
CLEC7A_Q9BXN2_OID20636_v1_Inflammation.tar,syn51469987
CLGN_O14967_OID30957_v1_Neurology_II.tar,syn52362921
CLIC5_Q9NZA1_OID30890_v1_Neurology_II.tar,syn52362403
CLINT1_Q14677_OID31182_v1_Oncology_II.tar,syn52361350
CLIP2_Q9UDT6_OID20559_v1_Inflammation.tar,syn51469895
CLMP_Q9H6B4_OID21419_v1_Oncology.tar,syn51471417
CLNS1A_P54105_OID30929_v1_Neurology_II.tar,syn52362363
CLPP_Q16740_OID20910_v1_Neurology.tar,syn51471425
CLPS_P04118_OID21156_v1_Neurology.tar,syn51469637
CLSPN_Q9HAW4_OID20831_v1_Neurology.tar,syn51471411
CLSTN1_O94985_OID20874_v1_Neurology.tar,syn51471313
CLSTN2_Q9H4D0_OID20664_v1_Inflammation.tar,syn51470903
CLSTN3_Q9BQT9_OID31092_v1_Neurology_II.tar,syn52361685
CLTA_P09496_OID20118_v1_Cardiometabolic.tar,syn51469666
CLUL1_Q15846_OID20198_v1_Cardiometabolic.tar,syn51470346
CLU_P10909_OID30732_v1_Inflammation_II.tar,syn52362609
CMC1_Q7Z7K0_OID30360_v1_Cardiometabolic_II.tar,syn52361789
CMIP_Q8IY22_OID31406_v1_Oncology_II.tar,syn52361367
CNDP1_Q96KN2_OID20347_v1_Cardiometabolic.tar,syn51469471
CNGB3_Q9NQW8_OID30805_v1_Neurology_II.tar,syn52361824
CNPY2_Q9Y2B0_OID20069_v1_Cardiometabolic.tar,syn51471345
CNPY4_Q8N129_OID21317_v1_Oncology.tar,syn51470282
CNP_P09543_OID30285_v1_Cardiometabolic_II.tar,syn52361512
CNST_Q6PJW8_OID20127_v1_Cardiometabolic.tar,syn51471137
CNTF_P26441_OID30807_v1_Neurology_II.tar,syn52362848
CNTN1_Q12860_OID20307_v1_Cardiometabolic.tar,syn51470267
CNTN2_Q02246_OID21426_v1_Oncology.tar,syn51470716
CNTN3_Q9P232_OID21092_v1_Neurology.tar,syn51471306
CNTN4_Q8IWV2_OID21117_v1_Neurology.tar,syn51471304
CNTN5_O94779_OID21006_v1_Neurology.tar,syn51468458
CNTNAP2_Q9UHC6_OID20556_v1_Inflammation.tar,syn51468539
CNTNAP4_Q9C0A0_OID30911_v1_Neurology_II.tar,syn52362002
COCH_O43405_OID30305_v1_Cardiometabolic_II.tar,syn52362644
COL15A1_P39059_OID30396_v1_Cardiometabolic_II.tar,syn52363046
COL18A1_P39060_OID20332_v1_Cardiometabolic.tar,syn51468775
COL1A1_P02452_OID20335_v1_Cardiometabolic.tar,syn51471434
COL24A1_Q17RW2_OID31464_v1_Oncology_II.tar,syn52361488
COL28A1_Q2UY09_OID30969_v1_Neurology_II.tar,syn52361775
COL2A1_P02458_OID30286_v1_Cardiometabolic_II.tar,syn52362664
COL3A1_P02461_OID30379_v1_Cardiometabolic_II.tar,syn52362043
COL4A1_P02462_OID20208_v1_Cardiometabolic.tar,syn51470312
COL4A4_P53420_OID31333_v1_Oncology_II.tar,syn52361895
COL5A1_P20908_OID30587_v1_Inflammation_II.tar,syn52363357
COL6A3_P12111_OID20292_v1_Cardiometabolic.tar,syn51471457
COL9A1_P20849_OID20550_v1_Inflammation.tar,syn51471429
COL9A2_Q14055_OID31255_v1_Oncology_II.tar,syn52361480
COLEC12_Q5KU26_OID20738_v1_Inflammation.tar,syn51470092
COMMD1_Q8N668_OID30222_v1_Cardiometabolic_II.tar,syn52363577
COMMD9_Q9P000_OID31390_v1_Oncology_II.tar,syn52363596
COMP_P49747_OID20405_v1_Cardiometabolic.tar,syn51471258
COMT_P21964_OID20086_v1_Cardiometabolic.tar,syn51468679
COPB2_P35606_OID30173_v1_Cardiometabolic_II.tar,syn52361600
COPE_O14579_OID20797_v1_Neurology.tar,syn51470857
COQ7_Q99807_OID30217_v1_Cardiometabolic_II.tar,syn52363639
CORO1A_P31146_OID20286_v1_Cardiometabolic.tar,syn51470804
CORO6_Q6QEF8_OID30870_v1_Neurology_II.tar,syn52361919
COX5B_P10606_OID21297_v1_Oncology.tar,syn51471310
COX6B1_P14854_OID30317_v1_Cardiometabolic_II.tar,syn52363098
CPA1_P15085_OID20280_v1_Cardiometabolic.tar,syn51470794
CPA2_P48052_OID21060_v1_Neurology.tar,syn51469338
CPA4_Q9UI42_OID30606_v1_Inflammation_II.tar,syn52363569
CPB1_P15086_OID20289_v1_Cardiometabolic.tar,syn51471377
CPB2_Q96IY4_OID30734_v1_Inflammation_II.tar,syn52362611
CPE_P16870_OID21392_v1_Oncology.tar,syn51468744
CPLX2_Q6PUV4_OID31186_v1_Oncology_II.tar,syn52362172
CPM_P14384_OID21054_v1_Neurology.tar,syn51471366
CPOX_P36551_OID30495_v1_Inflammation_II.tar,syn52362528
CPPED1_Q9BRF8_OID21053_v1_Neurology.tar,syn51468417
CPQ_Q9Y646_OID30406_v1_Cardiometabolic_II.tar,syn52363372
CPTP_Q5TA50_OID30106_v1_Cardiometabolic_II.tar,syn52361590
CPVL_Q9H3G5_OID21435_v1_Oncology.tar,syn51470482
CPXM1_Q96SM3_OID21479_v1_Oncology.tar,syn51471155
CPXM2_Q8N436_OID30322_v1_Cardiometabolic_II.tar,syn52361829
CR1_P17927_OID30697_v1_Inflammation_II.tar,syn52363649
CR2_P20023_OID20393_v1_Cardiometabolic.tar,syn51471352
CRACR2A_Q9BSW2_OID21249_v1_Oncology.tar,syn51470080
CRADD_P78560_OID20923_v1_Neurology.tar,syn51469100
CREB3_O43889_OID31188_v1_Oncology_II.tar,syn52363544
CREBZF_Q9NS37_OID31206_v1_Oncology_II.tar,syn52362056
CREG1_O75629_OID21515_v1_Oncology.tar,syn51470501
CRELD1_Q96HD1_OID30619_v1_Inflammation_II.tar,syn52361568
CRELD2_Q6UXH1_OID20751_v1_Inflammation.tar,syn51470973
CRHBP_P24387_OID20747_v1_Inflammation.tar,syn51469788
CRHR1_P34998_OID20055_v1_Cardiometabolic.tar,syn51469067
CRH_P06850_OID21257_v1_Oncology.tar,syn51468795
CRIM1_Q9NZV1_OID20701_v1_Inflammation.tar,syn51471368
CRIP2_P52943_OID20901_v1_Neurology.tar,syn51470608
CRISP2_P16562_OID21456_v1_Oncology.tar,syn51468625
CRISP3_P54108_OID30715_v1_Inflammation_II.tar,syn52363163
CRKL_P46109_OID20742_v1_Inflammation.tar,syn51471251
CRLF1_O75462_OID20699_v1_Inflammation.tar,syn51469579
CRNN_Q9UBG3_OID21427_v1_Oncology.tar,syn51469685
CRTAC1_Q9NQ79_OID20279_v1_Cardiometabolic.tar,syn51469638
CRTAM_O95727_OID20914_v1_Neurology.tar,syn51471190
CRTAP_O75718_OID30902_v1_Neurology_II.tar,syn52362777
CRX_O43186_OID20070_v1_Cardiometabolic.tar,syn51471238
CRYBB1_P53674_OID30319_v1_Cardiometabolic_II.tar,syn52362025
CRYBB2_P43320_OID31081_v1_Neurology_II.tar,syn52361603
CRYGD_P07320_OID31144_v1_Neurology_II.tar,syn52362067
CRYM_Q14894_OID30815_v1_Neurology_II.tar,syn52361890
CRYZL1_O95825_OID30272_v1_Cardiometabolic_II.tar,syn52362444
CSDE1_O75534_OID30183_v1_Cardiometabolic_II.tar,syn52363465
CSF1R_P07333_OID30681_v1_Inflammation_II.tar,syn52362822
CSF1_P09603_OID20719_v1_Inflammation.tar,syn51470072
CSF2RA_P15509_OID20915_v1_Neurology.tar,syn51471293
CSF2RB_P32927_OID30553_v1_Inflammation_II.tar,syn52363376
CSF2_P04141_OID30072_v1_Cardiometabolic_II.tar,syn52363222
CSF3R_Q99062_OID30527_v1_Inflammation_II.tar,syn52362599
CSF3_P09919_OID20491_v1_Inflammation.tar,syn51469718
CSH1_P0DML2_OID30667_v1_Inflammation_II.tar,syn52361519
CSNK1D_P48730_OID30492_v1_Inflammation_II.tar,syn52362199
CSNK2A1_P68400_OID31053_v1_Neurology_II.tar,syn52362493
CSPG4_Q6UVK1_OID30397_v1_Cardiometabolic_II.tar,syn52363609
CSPG5_O95196_OID30843_v1_Neurology_II.tar,syn52363902
CSRP3_P50461_OID30176_v1_Cardiometabolic_II.tar,syn52363629
CST1_P01037_OID30581_v1_Inflammation_II.tar,syn52363279
CST3_P01034_OID20400_v1_Cardiometabolic.tar,syn51471423
CST5_P28325_OID20995_v1_Neurology.tar,syn51470894
CST6_Q15828_OID20293_v1_Cardiometabolic.tar,syn51471387
CST7_O76096_OID20704_v1_Inflammation.tar,syn51468453
CSTB_P04080_OID20294_v1_Cardiometabolic.tar,syn51468597
CTAG1A_CTAG1B_P78358_OID31299_v1_Oncology_II.tar,syn52361527
CTBS_Q01459_OID30710_v1_Inflammation_II.tar,syn52363093
CTF1_Q16619_OID20061_v1_Cardiometabolic.tar,syn51470358
CTHRC1_Q96CG8_OID30393_v1_Cardiometabolic_II.tar,syn52361804
CTLA4_P16410_OID30363_v1_Cardiometabolic_II.tar,syn52361313
CTNNA1_P35221_OID30800_v1_Neurology_II.tar,syn52361926
CTRB1_P17538_OID21150_v1_Neurology.tar,syn51471277
CTRC_Q99895_OID20752_v1_Inflammation.tar,syn51471283
CTRL_P40313_OID31157_v1_Neurology_II.tar,syn52361690
CTSB_P07858_OID20276_v1_Cardiometabolic.tar,syn51471252
CTSC_P53634_OID20679_v1_Inflammation.tar,syn51471367
CTSD_P07339_OID20358_v1_Cardiometabolic.tar,syn51469587
CTSE_P14091_OID30628_v1_Inflammation_II.tar,syn52362769
CTSF_Q9UBX1_OID21500_v1_Oncology.tar,syn51471341
CTSH_P09668_OID20113_v1_Cardiometabolic.tar,syn51468736
CTSL_P07711_OID20228_v1_Cardiometabolic.tar,syn51469892
CTSO_P43234_OID20660_v1_Inflammation.tar,syn51470959
CTSS_P25774_OID21056_v1_Neurology.tar,syn51469137
CTSV_O60911_OID21405_v1_Oncology.tar,syn51471281
CTSZ_Q9UBR2_OID20365_v1_Cardiometabolic.tar,syn51471241
CUZD1_Q86UP6_OID30914_v1_Neurology_II.tar,syn52363044
CWC15_Q9P013_OID31479_v1_Oncology_II.tar,syn52363600
CX3CL1_P78423_OID20976_v1_Neurology.tar,syn51469816
CXADR_P78310_OID20561_v1_Inflammation.tar,syn51469131
CXCL10_P02778_OID20697_v1_Inflammation.tar,syn51468434
CXCL11_O14625_OID21042_v1_Neurology.tar,syn51468649
CXCL12_P48061_OID20464_v1_Inflammation.tar,syn51469428
CXCL13_O43927_OID21024_v1_Neurology.tar,syn51469574
CXCL14_O95715_OID20458_v1_Inflammation.tar,syn51471397
CXCL16_Q9H2A7_OID20282_v1_Cardiometabolic.tar,syn51471199
CXCL17_Q6UXB2_OID20622_v1_Inflammation.tar,syn51470086
CXCL1_P09341_OID20762_v1_Inflammation.tar,syn51469882
CXCL3_P19876_OID20788_v1_Inflammation.tar,syn51470198
CXCL5_P42830_OID20207_v1_Cardiometabolic.tar,syn51470563
CXCL6_P80162_OID20613_v1_Inflammation.tar,syn51470017
CXCL8_P10145_OID20153_v1_Cardiometabolic.tar,syn51471182
CXCL8_P10145_OID20631_v1_Inflammation.tar,syn51471460
CXCL8_P10145_OID20997_v1_Neurology.tar,syn51470442
CXCL8_P10145_OID21430_v1_Oncology.tar,syn51470908
CXCL9_Q07325_OID20675_v1_Inflammation.tar,syn51470185
CYB5A_P00167_OID31171_v1_Oncology_II.tar,syn52362137
CYB5R2_Q6BCY4_OID31512_v1_Oncology_II.tar,syn52363480
CYP24A1_Q07973_OID30091_v1_Cardiometabolic_II.tar,syn52363002
CYTH3_O43739_OID31208_v1_Oncology_II.tar,syn52362723
CYTL1_Q9NRR1_OID30374_v1_Cardiometabolic_II.tar,syn52362484
DAAM1_Q9Y4D1_OID30664_v1_Inflammation_II.tar,syn52361899
DAB2_P98082_OID21428_v1_Oncology.tar,syn51469947
DAG1_Q14118_OID20774_v1_Inflammation.tar,syn51471410
DAND5_Q8N907_OID30420_v1_Inflammation_II.tar,syn52362421
DAPK2_Q9UIK4_OID30505_v1_Inflammation_II.tar,syn52363417
DAPP1_Q9UN19_OID20524_v1_Inflammation.tar,syn51471459
DARS1_P14868_OID20903_v1_Neurology.tar,syn51471138
DBH_P09172_OID30703_v1_Inflammation_II.tar,syn52363023
DBI_P07108_OID21143_v1_Neurology.tar,syn51469346
DBN1_Q16643_OID30549_v1_Inflammation_II.tar,syn52362265
DBNL_Q9UJU6_OID20681_v1_Inflammation.tar,syn51470216
DCBLD2_Q96PD2_OID21474_v1_Oncology.tar,syn51470268
DCC_P43146_OID30953_v1_Neurology_II.tar,syn52361857
DCDC2C_A8MYV0_OID31235_v1_Oncology_II.tar,syn52361935
DCLRE1C_Q96SD1_OID31240_v1_Oncology_II.tar,syn52363260
DCN_P07585_OID20106_v1_Cardiometabolic.tar,syn51468885
DCTD_P32321_OID30657_v1_Inflammation_II.tar,syn52363241
DCTN1_Q14203_OID21399_v1_Oncology.tar,syn51470161
DCTN2_Q13561_OID21334_v1_Oncology.tar,syn51468504
DCTN6_O00399_OID20879_v1_Neurology.tar,syn51471268
DCTPP1_Q9H773_OID20148_v1_Cardiometabolic.tar,syn51468419
DCUN1D1_Q96GG9_OID30830_v1_Neurology_II.tar,syn52363326
DCUN1D2_Q6PH85_OID31231_v1_Oncology_II.tar,syn52361901
DCXR_Q7Z4W1_OID21480_v1_Oncology.tar,syn51468757
DDA1_Q9BW61_OID30126_v1_Cardiometabolic_II.tar,syn52362296
DDAH1_O94760_OID21299_v1_Oncology.tar,syn51469522
DDC_P20711_OID20215_v1_Cardiometabolic.tar,syn51470985
DDHD2_O94830_OID31043_v1_Neurology_II.tar,syn52361840
DDI2_Q5TDH0_OID30602_v1_Inflammation_II.tar,syn52361418
DDR1_Q08345_OID21009_v1_Neurology.tar,syn51469055
DDT_P30046_OID30372_v1_Cardiometabolic_II.tar,syn52362826
